Date,Location,Attendees,Event (legacy; see tags),Tags,Curated,Source,Total Articles,State,lat,lng
2020-06-06,"Ripon, CA",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.modbee.com/news/local/article243333356.html,1, CA,37.7394537,-121.1354141
2020-06-06,"State Capitol, Waikiki, HI",10000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.khon2.com/local-news/around-200-in-nanakuli-unite-for-black-lives-matter-demonstration/,4, HI,21.3074727,-157.8574151
2020-06-06,"Rancho Cucamonga, CA",250.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.pe.com/demonstrators-at-ontario-mills-protest-for-black-lives-matter,1, CA,34.10639889999999,-117.5931084
2020-06-06,"Whittier, CA",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.whittierdailynews.com/hundreds-of-protesters-march-through-uptown-whittier-on-saturday,1, CA,33.9791793,-118.032844
2020-06-06,"Manhattan Beach, CA",500.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dailybreeze.com/500-plus-attend-manhattan-beachs-burst-the-bubble-on-racism-protest-for-kids,1, CA,33.8847361,-118.4109089
2020-06-06,"Huguenot Park, New Rochelle, NY",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.lohud.com/story/news/local/westchester/new-rochelle/2020/06/06/new-rochelle-protest-watch-crowds-gather-huguenot-park/3163144001/,1, NY,40.9292368,-73.791175
2020-06-06,"Canton, MI",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.hometownlife.com/story/news/2020/06/06/canton-subdivision-hosts-blacklivesmatter-rally/3165676001/,1, MI,42.3086444,-83.48211599999999
2020-06-06,"Forest Hills, Queens, NY",500.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://qns.com/story/2020/06/06/live-updates-students-alumni-host-not-for-school-but-for-black-lives-protest-at-archbishop-molloy-high-school/,1, NY,40.718106,-73.8448469
2020-06-06,"Louisville, KY",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wdrb.com/news/hundreds-of-black-men-gather-in-solidarity-for-peaceful-protest-in-downtown-louisville-saturday-morning/article_33e10e68-a821-11ea-8071-07b8ace96a18.html,10, KY,38.2526647,-85.7584557
2020-06-06,"Iowa City, IA",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://kwwl.com/2020/06/07/iowa-city-protesters-talk-legislation-but-spray-paint-continues-this-time-to-kinnick-stadium/,11, IA,41.6611277,-91.5301683
2020-06-06,"Caldwell Park, Redding, CA",1500.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.redding.com/story/news/local/2020/06/07/redding-protests-george-floyd-racism-police-brutaility/3163477001/,3, CA,40.5948563,-122.3909522
2020-06-06,"State Capitol, Hartford, CT",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.courant.com/news/connecticut/hc-news-connecticut-george-floyd-protests-20200606-iboxmhx7pvgqzcnztwop236jhm-story.html,1, CT,41.7641979,-72.682467
2020-06-06,"Manchester, CT",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.courant.com/news/connecticut/hc-news-connecticut-george-floyd-protests-20200606-iboxmhx7pvgqzcnztwop236jhm-story.html,4, CT,41.7759301,-72.52150089999999
2020-06-06,"West Haven, CT",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ctinsider.com/news/nhregister/article/Black-youth-speak-out-on-police-brutality-at-West-15322366.php,1, CT,41.2705484,-72.9469711
2020-06-06,"St. Paul, MN",150.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://minnesota.cbslocal.com/2020/06/06/hundreds-of-kids-and-teens-march-in-st-paul-for-george-floyd/,4, MN,44.9537029,-93.0899578
2020-06-06,"Bishop Park, Corinth, MS",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dailycorinthian.com/news/community-unifies-during-peaceful-protest/article_e5da15b3-1621-56ab-812b-efb8cde13cf0.html,1, MS,34.92604499999999,-88.5057307
2020-06-06,"Gulfport, MS",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.sunherald.com/news/local/counties/harrison-county/article243273361.html,3, MS,30.3674198,-89.0928155
2020-06-06,"Virginia Beach, VA",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wavy.com/news/local-news/virginia-beach/over-1000-people-gathered-for-peaceful-protest-in-virginia-beach/,5, VA,36.8529263,-75.97798499999999
2020-06-06,"Roberto Clemente Park, Fort Myers, FL",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.news-press.com/story/news/local/2020/06/05/george-floyd-protests-continue-fort-myers-friday/3159451001/,2, FL,26.641972,-81.8473666
2020-06-06,"Centennial Park, Fort Myers, FL",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.news-press.com/story/news/local/2020/06/06/protests-protesters-march-fort-myers-talk-solutions/3143400001/,1, FL,26.6437185,-81.8740711
2020-06-06,"City Hall, Trenton, NJ",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://philadelphia.cbslocal.com/2020/06/06/end-police-brutality-rally-held-at-trentons-city-hall-to-protest-george-floyd-death/,1, NJ,40.2200241,-74.7589569
2020-06-06,"Greenfield, MA",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wwlp.com/news/local-news/franklin-county/greenfields-black-lives-matter-protestors-rally-for-end-to-police-brutality-in-america/,1, MA,42.587915,-72.5994104
2020-06-06,"Bricktown, Oklahoma City, OK",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://kfor.com/news/protests/protesters-march-downtown-in-we-cant-breathe-rally/,3, OK,35.4649622,-97.50712709999999
2020-06-06,"Port St. Lucie, FL",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.tcpalm.com/story/news/local/st-lucie-county/2020/06/06/peaceful-demonstration-planned-between-port-st-lucie-city-hall-and-police-department/3164430001/,1, FL,27.2730492,-80.3582261
2020-06-06,"Vernon, NJ",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dailyrecord.com/story/news/local/2020/06/06/sussex-county-nj-black-lives-matter-protests-george-floyd/3166880001/,1, NJ,41.1947018,-74.49379429999999
2020-06-06,"Ypsilanti, MI",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.mlive.com/news/ann-arbor/2020/06/thousands-march-in-support-of-black-lives-matter-in-downtown-ypsilanti.html,1, MI,42.2411499,-83.61299389999999
2020-06-06,"Austin, TX",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.fox7austin.com/news/office-of-police-oversight-releases-over-200-protest-related-complaints-against-apd,4, TX,30.267153,-97.7430608
2020-06-06,"Saturn Park, Rockford, IL",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.rrstar.com/news/20200606/protesters-march-on-rockfordrsquos-east-side,2, IL,42.2744726,-88.9891449
2020-06-06,"Shreveport, LA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ktbs.com/news/shreveport-protesters-fight-for-justice-for-all-on-saturday/article_65c7b54e-a81c-11ea-a05e-2b2cddf8b935.html,2, LA,32.5251516,-93.7501789
2020-06-06,"City Hall, Atlanta, GA",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ajc.com/news/crime--law/atlanta-protests-mayor-lifts-curfew-saturday-rallies-held-around-town/U4BkqZPOvjeXpDvh0WFVYM/,2, GA,33.748578,-84.39057389999999
2020-06-06,"Shaker Heights, OH",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wkyc.com/article/news/multiple-protests-that-are-expected-to-be-peaceful-planned-across-northeast-ohio-on-saturday/95-51a47fa6-a94c-493f-80b4-ad90594fff8b,1, OH,41.4739419,-81.5370671
2020-06-06,"Parma, OH",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wkyc.com/article/news/multiple-protests-that-are-expected-to-be-peaceful-planned-across-northeast-ohio-on-saturday/95-51a47fa6-a94c-493f-80b4-ad90594fff8b,1, OH,41.4047742,-81.7229086
2020-06-06,"Medina, OH",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wkyc.com/article/news/multiple-protests-that-are-expected-to-be-peaceful-planned-across-northeast-ohio-on-saturday/95-51a47fa6-a94c-493f-80b4-ad90594fff8b,2, OH,41.143245,-81.8552196
2020-06-06,"Volunteers Park, Palatine, IL",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dailyherald.com/news/20200606/more-than-200-rally-in-palatine-to-demonstrate-for-racial-justice,1, IL,42.1117923,-88.0353916
2020-06-06,"Delhi Courthouse Square, Oneonta, NY",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.thedailystar.com/news/local_news/honoring-black-lives-rally-in-delhi/collection_a2f3192e-a84c-11ea-9ee7-6f099fdf5c7c.html,1, NY,42.4528571,-75.0637746
2020-06-06,"Mishawaka, IN",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.southbendtribune.com/news/local/hundreds-turn-out-in-mishawaka-to-decry-racial-injustice-with-nonviolent-protest/article_1fdde9b8-a853-11ea-b08c-b730a415759d.html,3, IN,41.6619927,-86.15861559999999
2020-06-06,"North Park, San Diego, CA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://fox5sandiego.com/news/local-news/thousands-gather-in-san-diego-to-protest-racism-police-brutality/,2, CA,32.7456484,-117.1294166
2020-06-06,"Del Mar Heights, San Diego, CA",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://fox5sandiego.com/news/local-news/thousands-gather-in-san-diego-to-protest-racism-police-brutality/,1, CA,32.9515451,-117.2529145
2020-06-06,"Tourmaline Beach, San Diego, CA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://fox5sandiego.com/news/local-news/thousands-gather-in-san-diego-to-protest-racism-police-brutality/,1, CA,32.8053716,-117.2619803
2020-06-06,"Escondido, CA",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://fox5sandiego.com/news/local-news/thousands-gather-in-san-diego-to-protest-racism-police-brutality/,1, CA,33.1192068,-117.086421
2020-06-06,"Oceanside, CA",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://fox5sandiego.com/news/local-news/thousands-gather-in-san-diego-to-protest-racism-police-brutality/,1, CA,33.1958696,-117.3794834
2020-06-06,"Dallas, TX",3000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dallasnews.com/news/2020/06/06/dallas-removes-curfew-as-protests-continue-for-ninth-straight-day/,3, TX,32.7766642,-96.79698789999999
2020-06-06,"Statehouse, Columbus, OH",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dispatch.com/news/20200606/thousands-march-from-bexley-other-points-in-peaceful-demonstrations,2, OH,39.9616325,-82.9989541
2020-06-06,"Southfield, MI",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.michigandaily.com/section/news/%E2%80%9Cbeing-black-everywhere%E2%80%9D-tens-thousands-protest-police-brutality-suburbs-across-metro,3, MI,42.4733688,-83.2218731
2020-06-06,"Ferndale, MI",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.theoaklandpress.com/news/peaceful-protest-held-in-troy-one-of-many-in-oakland-county-this-weekend/article_8c884072-a808-11ea-a92f-9f065276fa00.html,3, MI,42.4605917,-83.1346478
2020-06-06,"Grovetown, GA",50.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.augustachronicle.com/news/20200606/peaceful-protest-march-held-in-grovetown,2, GA,33.4504157,-82.1981764
2020-06-06,"Waynesboro, GA",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wrdw.com/content/news/Across-CSRA-protesters-call-for-bigger-changes-571096091.html,2, GA,33.0898731,-82.0156736
2020-06-06,"City Hall, Salt Lake City, UT",350.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.deseret.com/utah/2020/6/6/21282479/coach-organizes-protests-that-focuses-on-peaceful-change-salt-lake-city-palacios-carbajal,1, UT,40.759622,-111.886826
2020-06-06,"State Capitol, Salt Lake City, UT",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.deseret.com/utah/2020/6/6/21282479/coach-organizes-protests-that-focuses-on-peaceful-change-salt-lake-city-palacios-carbajal,3, UT,40.7774076,-111.8881773
2020-06-06,"Norman, OK",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.normantranscript.com/news/norman-ou-community-rally-for-racial-justice-with-george-floyd-march/article_26079d26-a839-11ea-8f25-030b55ce468c.html,4, OK,35.2225668,-97.4394777
2020-06-06,"Alamo Heights, TX",250.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.expressnews.com/news/local/article/Some-300-march-for-racial-justice-in-Alamo-Heights-15322023.php,1, TX,29.4849531,-98.46585019999999
2020-06-06,"City Court, Buffalo, NY",5.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Counter protest; Police,Yes,https://buffalonews.com/2020/06/06/in-niagara-square-protesters-issue-reminder-on-police-brutality-and-show-their-love/,2, NY,42.885428,-78.8788675
2020-06-06,"Downtown, Durham, NC",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://abc11.com/nc-protest-raleigh-curfew-george-floyd/6234688/,1, NC,35.9938016,-78.9033627
2020-06-06,"Chapel Hill, NC",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://abc11.com/nc-protest-raleigh-curfew-george-floyd/6234688/,1, NC,35.9131996,-79.0558445
2020-06-06,"Springfield, OH",60.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.springfieldnewssun.com/news/local/crowds-gather-springfield-register-voters-protest-george-floyd-death/ZCL9D07A96APUdbmYWKiNM/,1, OH,39.9242266,-83.8088171
2020-06-06,"Dayton, OH",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.daytondailynews.com/news/local/protest-downtown-dayton-today-what-happening/WElRJAUWdzcvhjIkiPjv1J/,2, OH,39.7589478,-84.1916069
2020-06-06,"Nodaway County Courthouse, Maryville, MO",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://www.maryvilleforum.com/news/hundreds-attend-peaceful-protest-in-downtown-maryville/article_94dc530e-a83e-11ea-a1d9-cbda5ad04fe7.html,2, MO,40.3483396,-94.8722997
2020-06-06,"Spudder Park, Wichita Falls, TX",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.newschannel6now.com/2020/06/06/strollin-peace-peaceful-march-held-wf/,3, TX,33.9172843,-98.4845895
2020-06-06,"Jacksonville, FL",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.firstcoastnews.com/article/news/community/crowd-gathers-in-front-of-downtown-jacksonville-courthouse-for-jax-take-action-protest/77-0ffeaf65-4a56-40ea-b389-3ebc0166a1e9,5, FL,30.3321838,-81.65565099999999
2020-06-06,"Hendersonville, NC",400.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.blueridgenow.com/news/20200606/large-crowd-unites-for-peaceful-demonstration-in-downtown-hendersonville,1, NC,35.3187279,-82.4609528
2020-06-06,"West Jefferson, NC",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ashepostandtimes.com/news/protesters-march-in-west-jefferson-against-police-brutality-and-racism/article_93b137b7-9e1c-5594-81a6-9dc89f600ddb.html,1, NC,36.4037364,-81.4928829
2020-06-06," City Hall, Los Angeles, CA",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dailynews.com/thousands-gather-at-los-angeles-city-hall-in-latest-protest-against-police-brutality,2, CA,34.0537136,-118.2426533
2020-06-06,"Texarkana, TX",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.arklatexhomepage.com/news/texarkana-news/justice-for-george-floyd-march-set-for-saturday-afternoon-in-texarkana/,2, TX,33.425125,-94.04768820000001
2020-06-06,"Sayreville, NJ",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.mycentraljersey.com/story/news/local/middlesex-county/2020/06/06/sayreville-nj-black-lives-matter-march-draws-hundreds/3162858001/,2, NJ,40.45940210000001,-74.360846
2020-06-06,"Lima, OH",400.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.limaohio.com/news/413163/lima-march-gathers-momentum-with-second-larger-protest,1, OH,40.742551,-84.1052256
2020-06-06,"City Park, New Orleans, LA",2000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.nola.com/news/article_3cbb9e98-a81e-11ea-b183-ab817d509508.html,1, LA,30.0038389,-90.0971939
2020-06-06,"Montgomery, AL",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.montgomeryadvertiser.com/story/news/2020/06/06/peaceful-demonstrations-call-unity-end-police-brutality/3163411001/,4, AL,32.3792233,-86.3077368
2020-06-06,"Delran Middle School, Riverside, NJ",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.burlingtoncountytimes.com/news/20200606/delran-black-lives-matter-protest-stays-peaceful-sparks-conversation,1, NJ,40.0222953,-74.95900139999999
2020-06-06,"New London, CT",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.theday.com/article/20200606/NWS01/200609655,2, CT,41.3556539,-72.0995209
2020-06-06,"Longmont, CO",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.timescall.com/protests-continue-saturday-in-longmont-in-solidarity-with-national-racial-justice-rallies,2, CO,40.1672068,-105.1019275
2020-06-06,"Massachusetts Avenue, Indianapolis, IN",30.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.indystar.com/story/money/2020/06/06/indianapolis-protests-service-industry-workers-walk-out/3163298001/,1, IN,39.7968084,-86.1111081
2020-06-06,"Forsyth County Courthouse, Cumming, GA",900.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.11alive.com/article/news/local/protests/hundreds-turn-out-at-forsyth-county-civil-rights-protest/85-e9ccad0e-0361-42e9-86f6-0ac9e4a2c03c,4, GA,34.206401,-84.13842369999999
2020-06-06,"Duluth, GA",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ajc.com/news/crime--law/atlanta-protests-mayor-lifts-curfew-saturday-rallies-held-around-town/U4BkqZPOvjeXpDvh0WFVYM/,1, GA,34.0028786,-84.1446376
2020-06-06,"Avondale Estates, GA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ajc.com/news/crime--law/atlanta-protests-mayor-lifts-curfew-saturday-rallies-held-around-town/U4BkqZPOvjeXpDvh0WFVYM/,1, GA,33.7714939,-84.26714439999999
2020-06-06,"Bucyrus, OH",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.bucyrustelegraphforum.com/story/news/2020/06/06/bucyrus-black-lives-matter-protest-peaceful-and-welcoming-saturday/3142933001/,1, OH,40.8083909,-82.97546489999999
2020-06-06,"Fort Mitchell, KY",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.cincinnati.com/story/news/2020/06/06/fort-mitchell-protest-more-than-200-gather-george-floyd-rally-northern-kentucky/3166637001/,1, KY,39.0472046,-84.55991689999999
2020-06-06,"Fairfield, OH",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.journal-news.com/news/local/this-not-butler-county-protesters-share-strong-messages-week-events/iFjvLXpPeH3y7hYewUOqwO/,2, OH,39.3454673,-84.5603187
2020-06-06,"City Hall, Greenwood, MS",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.gwcommonwealth.com/news/article_9b3917ba-a842-11ea-ac37-bba4c8f4972d.html,1, MS,33.5185551,-90.18115069999999
2020-06-06,"Watsonville, CA",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://pajaronian.com/hundreds-flood-downtown-watsonville-in-weekend-protest/,2, CA,36.910231,-121.7568946
2020-06-06,"Lancaster, OH",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.lancastereaglegazette.com/story/news/2020/06/06/citizens-protest-racism-injustice-racial-inequality-downtown-lancaster/3158151001/,1, OH,39.7136754,-82.5993294
2020-06-06,"Kent State University, Kent, OH",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.record-courier.com/news/20200606/more-than-100-gather-at-kent-state-to-march-for-george-floyd,1, OH,41.1455594,-81.33928829999999
2020-06-06,"Cheyenne, WY",50.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wyomingnews.com/news/local_news/something-definitely-has-to-change-residents-rally-against-racism/article_470fca0e-7c91-5c3d-9702-3fc9d2f54857.html,1, WY,41.1399814,-104.8202462
2020-06-06,"Ohio State University, Columbus, OH",350.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.thelantern.com/2020/06/students-organize-peaceful-protest-through-campus/,2, OH,40.0066723,-83.0304546
2020-06-06,"Altoona, PA",700.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wearecentralpa.com/news/human-rights-march-in-altoona-draws-hundreds/,3, PA,40.5186809,-78.3947359
2020-06-06,"Whitefish Bay, WI",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.jsonline.com/story/news/2020/06/06/protests-milwaukee-madison-shorewood-cedarburg-live-updates-george-floyd-june-6/3162046001/,2, WI,43.1133444,-87.9000856
2020-06-06,"Cedar Creek Park, Cedarburg, WI",250.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.jsonline.com/in-depth/news/2020/06/27/wisconsin-communities-protested-police-brutality-see-photos-waupaca-brookfield-madison-milwaukee/5343563002/,2, WI,43.2957522,-87.98339399999999
2020-06-06,"Georgetown, IL",60.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wcia.com/news/demonstrators-in-georgetown-show-up-for-peaceful-protest/,1, IL,39.97531439999999,-87.6358546
2020-06-06,"Petal, MS",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.clarionledger.com/story/news/2020/06/06/jackson-ms-protest-black-lives-matter-protesters-rally-against-police-brutality-mississippi/3153399001/,2, MS,31.3465627,-89.2600605
2020-06-06,"Oxford, MS",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.clarionledger.com/story/news/2020/06/06/jackson-ms-protest-black-lives-matter-protesters-rally-against-police-brutality-mississippi/3153399001/,2, MS,34.3668299,-89.51863499999999
2020-06-06,"Beverly Hills, CA",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://losangeles.cbslocal.com/2020/06/06/lapd-hands-out-roses-as-hundreds-march-downtown-in-honor-of-george-floyd/,1, CA,34.0736204,-118.4003563
2020-06-06,"San Dimas, CA",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://losangeles.cbslocal.com/2020/06/06/lapd-hands-out-roses-as-hundreds-march-downtown-in-honor-of-george-floyd/,1, CA,34.1066756,-117.8067257
2020-06-06,"Irwin, PA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wtae.com/article/hundreds-gather-for-protest-in-westmoreland-county/32788652,1, PA,40.3245138,-79.70115489999999
2020-06-06,"Aspen, CO",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.aspentimes.com/news/hundreds-of-blm-demonstrators-march-aspen-streets/,2, CO,39.1910983,-106.8175387
2020-06-06,"Mooresville, NC",600.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.statesville.com/news/more-than-600-march-for-police-reform-racial-justice-in-downtown-mooresville/article_9000cb52-37ef-5cdc-933a-12468df0ea3f.html,2, NC,35.5859146,-80.8081413
2020-06-06,"Presque Isle, ME",30.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://thecounty.me/2020/06/06/news/dozens-on-presque-isles-main-street-protest-police-brutality-and-racism/,1, ME,46.68115299999999,-68.01586139999999
2020-06-06,"City Hall, Havre de Grace, MD",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.baltimoresun.com/maryland/harford/aegis/cng-ag-havre-de-grace-protest-20200607-bovicntnova5xaryh35yrej4ha-story.html,2, MD,39.5490699,-76.095835
2020-06-06,"State Capitol, Little Rock, AR",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.arkansasonline.com/news/2020/jun/06/protesters-rally-little-rock-police-substation/?news-arkansas,2, AR,34.7465095,-92.2890549
2020-06-06,"Civic Center Park, Berkeley, CA",12000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dailycal.org/2020/06/07/we-wont-stop-thousands-of-berkeley-residents-protest-for-black-lives-matter/,7, CA,37.8693718,-122.2718533
2020-06-06,"Hollywood, Los Angeles, CA",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://dailybruin.com/2020/06/11/angelenos-protest-across-the-city-in-support-of-black-lives-matter/,7, CA,34.0928092,-118.3286614
2020-06-06,"City Hall, Hayward, CA",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://sanfrancisco.cbslocal.com/2020/06/06/demonstrators-san-francisco-across-california-protest-rallies-saturday/,1, CA,37.6709555,-122.0858395
2020-06-06,"Cupertino, CA",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://sanfrancisco.cbslocal.com/2020/06/06/demonstrators-san-francisco-across-california-protest-rallies-saturday/,1, CA,37.3229978,-122.0321823
2020-06-06,"Hickory, NC",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.hickoryrecord.com/news/local/govt-and-politics/watch-now-hickory-protesters-make-stand-for-equality/article_f6a8abd8-a815-11ea-9496-bb278b111f24.html,2, NC,35.7344538,-81.3444573
2020-06-06,"Jasper, TX",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ktre.com/2020/06/06/jasper-peaceful-protest-honored-memory-george-floyd-james-bryd-jr/,1, TX,30.9201995,-93.9965759
